Point,apar,EVI2_type_A,EVI2_type_B,EVI2_type_C,fesc_type_A,fesc_type_B,fesc_type_C,FPAR,GPP_CEDAR,GPP_fluxcom,kNDVI_type_B,kNDVI_type_C,LAI,LUE_CEDAR,LUE_fluxcom,NDVI_type_A,NDVI_type_B,NDVI_type_C,new_kNDVI_type_C,NIRv_type_A,NIRv_type_B,NIRv_type_C,NIRvP,NIRvR,par,sif,SIF_yield_P,SIF_yield_R,sifapar
"(75, 143)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 144)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 145)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 146)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 147)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 148)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 149)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 150)",1181.9054,0.5821073,0.5901182,0.57866436,0.48380030194918316,0.49415576457977295,0.47891291975975037,0.65602136,112.383705,81.97303,0.5752017,0.57949495,2.0720432,0.096887015,0.0709663,0.8172893,0.81080675,0.8147314,0.57949495,0.31390414,0.3213127,0.31126833,561.47797,435.61508,1702.8643,0.7554117,0.0041504274,0.0052095936,0.0006499694
"(75, 151)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 152)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 153)",1146.9951,0.6623923,0.66739655,0.6628145,nan,0.5294255415598551,0.522624542315801,0.7212903,125.3989,138.93092,0.62516505,0.6287814,2.5655916,nan,nan,0.8623083,0.85709864,0.8605816,0.6287814,0.37339222,0.37835908,0.3738642,659.5453,489.58966,1634.8323,0.8118186,0.0046313,0.006159864,0.00071890984
"(75, 154)",1183.3618,0.66683686,0.66502523,0.6587281,nan,nan,nan,0.7530107,123.293495,139.35663,0.6231066,0.62647825,2.9903228,0.10502278,nan,0.859287,0.85535836,0.8585736,0.6264783,0.37828574,0.3768887,0.37089223,616.6936,481.05573,1635.9177,0.8216814,0.0041510905,0.00523452,0.0007067987
"(75, 155)",1263.6011,0.64701784,0.64750034,0.64208156,0.4804019133249919,0.4799026846885681,0.4729417065779368,0.76741934,123.23767,138.22243,0.6122856,0.61634564,3.0559146,0.09895424,0.11233808,0.8494124,0.8447134,0.84858626,0.61634564,0.36193144,0.3629004,0.35783505,643.65735,482.06424,1706.1094,0.8508067,0.0044971756,0.005229163,0.00069303357
"(75, 156)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 157)",1207.9481,0.49673954,0.4993858,0.49708846,0.5444931387901306,0.4268418103456497,0.42199909687042236,0.6945162,119.521324,121.7382,0.4605377,0.4729587,2.3430104,0.09977049,0.10196718,0.7159879,0.70447856,0.71639913,0.4729587,0.2591204,0.26243404,0.2592396,447.67334,378.6185,1736.771,0.6908812,0.0051663467,0.0058306805,0.00058300915
"(75, 158)",1127.9885,0.68175036,0.6761238,0.6686266,nan,nan,nan,0.7287096,125.642136,133.90526,0.6340897,0.6346369,2.6935482,0.11157106,0.118687674,0.86699915,0.8657615,0.86627936,0.6346369,0.3933605,0.3877435,0.3921839,628.9402,497.67847,1664.8087,0.8226701,0.0039989157,0.004989645,nan
"(75, 159)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 160)",1431.443,0.6311765,0.64090085,0.63394713,0.46886320412158966,0.47958357632160187,0.4706224650144577,0.77451617,122.20093,nan,0.60582244,0.6128216,3.0924728,0.08615411,0.099578865,0.8448975,0.838955,0.84549356,0.61282164,0.3511904,0.3595249,0.35282624,624.04034,480.44003,1843.1752,0.844879,0.0039840085,0.0056503895,0.0005957175
"(75, 161)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 162)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 163)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 164)",1228.557,0.6872025,0.6797769,0.67486495,0.5448287427425385,0.5444685220718384,0.5391110181808472,0.7519355,119.90013,138.27544,0.6183917,0.62199855,2.9870968,0.09768722,0.11302455,0.8530543,0.8516536,0.8550062,0.62199855,0.39781085,0.3913335,0.38637438,682.80896,532.85065,1635.1931,0.87183297,0.004211719,0.005605341,0.0007156936
"(75, 165)",1269.916,0.66315436,0.6677996,0.6652481,0.5028484761714935,0.5086720436811447,0.5035393536090851,0.7551613,121.72242,137.51576,0.6101866,0.61836493,2.9306457,0.0959411,0.10922987,0.8520591,0.84347785,0.8511672,0.61836493,0.37681222,0.38178986,0.37822008,660.26135,486.02206,1680.7382,0.86526513,0.004276093,0.0057186144,0.000687064
"(75, 166)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 167)",1093.2261,0.5582763,0.5557008,0.5508656,0.46398812532424927,0.4615720361471176,0.4537709504365921,0.6664516,124.43392,134.59164,0.50046074,0.50656104,2.1387098,0.11392041,0.123231426,0.7444143,0.73885095,0.7451831,0.50656104,0.30562675,0.3045208,0.2994238,483.17465,422.21313,1642.9341,0.7711719,0.005536994,0.006019544,0.0007076136
"(75, 168)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 169)",1117.6243,0.5540847,0.55302477,0.5513267,0.5347066521644592,0.5286900401115417,0.5207144021987915,0.71612906,122.54385,140.49094,0.50915253,0.5192616,3.1048393,0.09195021,0.10643583,0.75751877,0.7507124,0.76002866,0.51926166,0.30016512,0.29933178,0.29676303,503.6586,433.25348,1723.356,0.7413049,0.0047967117,0.005381828,0.0007679387
"(75, 170)",1391.7543,0.6383385,0.6586115,0.65187925,0.44662853082021076,0.4665632943312327,0.4588656524817149,0.7791935,122.45612,138.8455,0.6240735,0.6269363,3.0758069,0.0889844,0.101719745,0.8436855,0.8563824,0.8591051,0.6269363,0.35431895,0.3711163,0.36505392,624.6344,491.27264,1720.6456,0.7923605,0.005175926,0.005065666,0.0005858578
"(75, 171)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 172)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 173)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 174)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 175)",1229.6354,0.5727068,0.57531816,0.56966764,0.4233000725507736,0.42650337517261505,0.41919495165348053,0.74080634,120.40256,137.49783,0.5401881,0.5461861,2.6225805,0.098941565,0.11389387,0.78477633,0.7776377,0.7834995,0.5461861,0.31061423,0.3134607,0.30807883,528.3397,432.55237,1651.6631,0.70425737,0.0050065946,0.0055408245,0.0005904556
"(75, 176)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 177)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 178)",1317.6698,0.6336974,0.64075387,0.63375217,0.4618983368078868,0.46978603800137836,0.4610793987909953,0.7644086,121.267845,134.10266,0.61492723,0.6203026,2.943011,0.09266304,0.10224726,0.8540929,0.8476,0.85266733,0.6203026,0.35138258,0.35800758,0.35134563,609.0856,459.91406,1719.146,0.7873063,0.004147259,0.0053329444,0.0006038569
"(75, 179)",1270.3672,0.6548405,0.66117436,0.6514571,0.5014124363660812,0.5092749148607254,0.49751782417297363,0.73741925,124.72102,132.86131,0.62342155,0.6267073,2.687097,0.100302994,0.10660272,0.8612925,0.8556152,0.85879636,0.6267073,0.36706147,0.37311947,0.36442596,629.8019,479.1778,1711.3715,0.75494444,0.0046815737,0.004788027,0.0006189441
"(75, 180)",1265.4517,0.66275823,0.63640374,0.6650413,0.5152221620082855,0.5271171033382416,0.5182483196258545,0.73112905,122.23282,124.15574,0.60880685,0.6143985,2.7064514,0.098385096,0.09900017,0.8169034,0.8423284,0.8477593,0.6143985,0.3754874,0.38488376,0.378353,653.0045,491.12637,1719.4111,0.7861278,0.0043351008,0.00523449,0.00064305274
"(75, 181)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 182)",1092.8416,0.6844299,0.6749838,0.66928935,0.5683966279029846,0.5552233457565308,0.5467299818992615,0.6948387,112.926,109.83876,0.62016755,0.62553245,2.2709682,0.10333246,0.10050749,0.8510105,0.8525819,0.8577752,0.62553245,0.39494398,0.38579068,0.37988916,619.7288,526.4069,1572.7988,0.87712765,0.004434505,0.0050261295,0.00080261193
"(75, 183)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 184)",1328.8562,0.6417097,0.6501963,0.6458051,0.48273834586143494,0.49353666603565216,0.48624250292778015,0.74483883,118.79959,140.9575,0.6040555,0.61462104,2.7145162,0.09048507,0.1084477,0.84668523,0.83739436,0.8474109,0.61462104,0.35822004,0.3665768,0.36126643,635.7162,478.6816,1604.1074,0.7793653,0.003881877,0.0050188703,0.0005973781
"(75, 185)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 186)",1149.1115,0.6769292,0.67415935,0.6674566,0.540368378162384,0.5372899174690247,0.5282819867134094,0.71483856,113.93085,141.63336,0.62732714,0.6318285,2.361291,0.09914691,0.12325468,0.86393166,0.85947186,0.8637824,0.6318285,0.38627616,0.38407555,0.37763634,623.7715,537.7176,1607.5118,0.82234335,0.0041730995,0.004770284,0.0007156341
"(75, 187)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 188)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 189)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 190)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 191)",1257.5488,0.66630936,0.66934144,0.665116,0.5291464179754257,0.5331295430660248,0.5260837078094482,0.7203225,119.75659,138.05826,0.6065632,0.6144522,2.4064515,0.09648298,0.11145153,0.8452773,0.8398653,0.8472687,0.6144522,0.3799042,0.38318676,0.37822622,668.15796,492.1667,1739.1311,0.76232827,0.0039796126,0.0053135087,0.000617962
"(75, 192)",1300.7024,0.6655153,0.66630965,0.6628833,0.5128339231014252,0.515223354101181,0.5089912712574005,0.73564506,112.26807,141.1528,0.6173495,0.62643886,2.535484,0.08716581,0.10998866,0.85870886,0.8498126,0.8585031,0.62643886,0.3769683,0.3788656,0.37440974,663.75354,495.15558,1763.5822,0.79472363,0.0038978187,0.0050045587,0.0006238761
"(75, 193)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 194)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 195)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 196)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 197)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 198)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 199)",1246.6082,0.63937914,0.64091855,0.63431716,0.5066855996847153,0.5098410546779633,0.5003357380628586,0.70451623,125.83354,nan,0.5973164,0.60472316,2.270968,0.10111183,0.10793604,0.8398973,0.83077586,0.83762383,0.60472316,0.35708046,0.35925472,0.35254565,622.66724,479.9666,1770.0581,0.8855512,0.0044314098,0.0057403846,0.00071309425
"(75, 200)",1262.2065,0.6511675,0.65925884,0.6539403,0.49428291618824005,0.5022701621055603,0.4951118677854538,0.74016154,119.32594,nan,0.6260125,0.6310338,2.696774,0.09478785,0.11367755,0.8610554,0.85811204,0.8628359,0.6310338,0.36482733,0.37102678,0.36577126,618.5589,503.48712,1703.6165,0.87709415,0.0045419647,0.005555307,0.0007392341
"(75, 201)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 202)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 203)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 204)",1301.3228,0.65407765,0.6540172,0.64677465,0.5065143257379532,0.5064884424209595,0.4959906190633774,0.7356453,122.149086,135.4425,0.5960109,0.60309744,2.6145165,0.094823375,0.105452664,0.8346201,0.8298585,0.83658695,0.60309744,0.37127566,0.37150735,0.36392546,654.61505,nan,1763.8833,0.7989609,0.0038253684,0.005168845,0.0006231247
"(75, 205)",1115.3728,0.6726342,0.6689797,0.65041155,0.5534616708755493,0.5480794906616211,0.5240982174873352,0.69548374,112.97385,117.53712,0.6175805,0.6197709,2.335484,0.10128797,0.105379224,0.85117906,0.8499031,0.8520131,0.61977094,0.3849236,0.38118038,0.3645018,624.5161,534.3008,1603.7367,0.8222418,0.0041858605,0.004810015,0.0007371901
"(75, 206)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 207)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 208)",1117.3041,0.5889053,0.5870792,0.5788803,0.4653540849685669,0.4627136290073395,0.4520094394683838,0.6954839,103.5474,108.15403,0.553629,0.5602649,2.312903,0.09267612,0.0967991,0.7907023,0.79020745,0.7968312,0.5602649,0.32364628,0.3218099,0.3143653,508.1597,448.51474,1606.5132,0.66594166,0.004147933,0.0045952946,0.00059602543
"(75, 209)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 210)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 211)",1170.3177,0.6287254,0.62416714,0.61371285,0.4901685416698456,0.484144389629364,0.4710850715637207,0.7135485,108.4281,133.81567,0.60342497,0.6091735,2.5290318,0.09264843,0.11434132,0.8344129,0.83678204,0.8421263,0.6091735,0.349759,0.3454605,0.33614203,570.4604,517.08167,1640.1377,0.836229,0.0046039424,0.0050291615,0.00071453163
"(75, 212)",1250.2297,0.6408224,0.64749336,0.6363126,0.5007748454809189,0.5078388303518295,0.49374042451381683,0.7138709,111.98096,131.12152,0.6165401,0.62077546,2.333871,0.089949146,0.105693564,0.84999543,0.8488718,0.85283965,0.62077546,0.35757652,0.36255997,0.3524987,623.83984,483.45596,1751.707,0.74475944,0.0039390083,0.004848754,0.0006027275
"(75, 213)",1272.5411,0.5714247,0.5579743,0.5528573,0.4439697414636612,0.42957915365695953,0.42213723063468933,0.6996772,112.184326,134.63368,0.51965094,0.5293923,2.2838712,0.08823648,0.10627764,0.77129054,0.7600142,0.7690027,0.5293923,0.3118964,0.30171952,0.29644346,557.7482,428.62076,1686.3564,0.7784711,0.0045125633,0.005780812,0.000615914
"(75, 214)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 215)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 216)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 217)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 218)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 219)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 220)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 221)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 222)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 223)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 224)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 225)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 226)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 227)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 228)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(75, 229)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 0)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 1)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 2)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 3)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 4)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 5)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 6)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 7)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.004233415,nan
"(76, 8)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 9)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 10)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 11)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 12)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 13)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 14)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 15)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 16)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 17)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 18)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 19)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 20)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 21)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 22)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 23)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 24)",nan,nan,nan,nan,0.4209412634372711,0.40073564648628235,0.3983471691608429,nan,nan,nan,nan,nan,nan,0.08232296,0.06549727,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 25)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 26)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 27)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"(76, 28)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
